97673434.900053	85964113.5737792	11709321.3262738	2.03778495018267e-05
118412775.874491	85964113.5737792	32448662.3007119	5.6470732886611e-05
91402221.6793559	85964113.5737792	5438108.10557671	9.76711465488899e-06
95711631.3299231	85964113.5737792	9747517.75614391	2.03778495018267e-05
102592734.68453	85964113.5737792	16628621.1107505	2.03778495018267e-05
95465813.2924119	83756491.966138	11709321.3262738	2.03778495018267e-05
96600738.9311039	85964113.5737792	10636625.3573247	1.79416793467786e-05
100199375.061822	85964113.5737792	14235261.4880431	2.62809588695857e-05
91120102.8740586	83756491.966138	7363610.90792059	1.12591045568693e-05
126306891.600431	83756491.966138	42550399.6342928	6.37177708568591e-05
108269329.966802	83756491.966138	24512838.0006643	3.120102962368e-05
97759186.4813457	83756491.966138	14002694.5152077	3.120102962368e-05
106370020.714513	85964113.5737792	20405907.1407335	3.120102962368e-05
107171936.597598	83756491.966138	23415444.6314598	3.65279721553577e-05
99625256.6543972	83756491.966138	15868764.6882592	2.33057581079234e-05
104162399.106872	83756491.966138	20405907.1407335	3.120102962368e-05
145076629.906544	129437277.539636	15639352.3669076	2.69092535251727e-05
139408180.976272	129437277.539636	9970903.4366354	1.71560536623737e-05
173933604.470336	129437277.539636	44496326.9306993	7.37056042774387e-05
149025714.523068	129437277.539636	19588436.9834315	2.69092535251727e-05
141321999.530038	129437277.539636	11884721.9904013	2.69092535251727e-05
142869008.298903	127229655.931995	15639352.3669076	2.69092535251727e-05
145869418.898165	129437277.539636	16432141.3585286	2.84852641152581e-05
150275747.503656	129437277.539636	20838469.9640196	3.73516684204739e-05
182095306.491492	127229655.931995	54865650.5594965	9.97524406389672e-05
140271565.201414	127229655.931995	13041909.2694187	2.52717109164065e-05
155157361.658575	127229655.931995	27927705.7265795	6.35973875289387e-05
173341693.778283	127229655.931995	46112037.8462875	6.35973875289387e-05
164416993.507574	129437277.539636	34979715.9679376	6.35973875289387e-05
160921683.376526	127229655.931995	33692027.4445309	6.07155171551297e-05
155670392.561996	127229655.931995	28440736.6300013	4.91310768152924e-05
162209371.899933	127229655.931995	34979715.9679376	6.35973875289387e-05
129112503.739023	107700695.556708	21411808.182315	4.0561973293388e-05
113620194.286929	107700695.556708	5919498.73022079	1.1213744647861e-05
133361161.811519	107700695.556708	25660466.2548111	4.81654631176075e-05
129483446.437052	107700695.556708	21782750.8803446	4.0561973293388e-05
130224378.731113	107700695.556708	22523683.1744055	4.0561973293388e-05
126904882.131382	105493073.949067	21411808.182315	4.0561973293388e-05
129900703.466078	107700695.556708	22200007.9093703	4.26171498808967e-05
127161136.614212	107700695.556708	19460441.0575042	3.55505436150124e-05
131355821.2394	105493073.949067	25862747.2903331	4.44395322609707e-05
111447081.712124	105493073.949067	5954007.76305773	1.0313687911512e-05
112521318.480077	105493073.949067	7028244.53101059	1.22857328325823e-05
112301393.278066	105493073.949067	6808319.32899892	1.22857328325823e-05
114850698.883918	107700695.556708	7150003.32721063	1.22857328325823e-05
112403693.574205	105493073.949067	6910619.62513852	1.1728695749264e-05
113354069.610668	105493073.949067	7860995.66160137	1.39642815386786e-05
112643077.276277	105493073.949067	7150003.32721063	1.22857328325823e-05
73198190.7248696	64227531.5908507	8970659.13401889	1.76039419951331e-05
75741655.1149473	64227531.5908507	11514123.5240966	2.25952139764546e-05
74728607.2703207	64227531.5908507	10501075.6794701	2.04399275939204e-05
73385561.4278853	64227531.5908507	9158029.83703467	1.76039419951331e-05
73822736.8815494	64227531.5908507	9595205.2906987	1.76039419951331e-05
