date	time	value	unit
11/26/1894	8:40	1001	cm
11/27/1894	8:40	993	cm
11/28/1894	8:40	979	cm
11/29/1894	8:40	975	cm
11/30/1894	8:40	960	cm
12/01/1894	8:40	962	cm
12/02/1894	8:40	954	cm
12/03/1894	8:40	933	cm
12/04/1894	8:40	939	cm
12/05/1894	8:40	934	cm
12/06/1894	8:40	930	cm
12/07/1894	8:40	923	cm
12/08/1894	8:40	921	cm
12/09/1894	8:40	915	cm
12/10/1894	8:40	919	cm
12/11/1894	8:40	915	cm
12/12/1894	8:40	915	cm
12/13/1894	8:40	908	cm
12/14/1894	8:40	901	cm
12/15/1894	8:40	901	cm
12/16/1894	8:40	897	cm
12/17/1894	8:40	902	cm
12/18/1894	8:40	961	cm
12/19/1894	8:40	988	cm
12/20/1894	8:40	1037	cm
12/21/1894	8:40	1126	cm
12/22/1894	8:40	1198	cm
12/23/1894	8:40	1216	cm
12/24/1894	8:40	1222	cm
12/25/1894	8:40	1226	cm
12/26/1894	8:40	1197	cm
12/27/1894	8:40	1144	cm
12/28/1894	8:40	1105	cm
12/29/1894	8:40	1104	cm
12/30/1894	8:40	1093	cm
12/31/1894	8:40	1101	cm
01/01/1895	8:40	1099	cm
01/02/1895	8:40	1096	cm
01/03/1895	8:40	1084	cm
01/04/1895	8:40	1061	cm
01/05/1895	8:40	1049	cm
01/06/1895	8:40	1038	cm
01/07/1895	8:40	1024	cm
01/08/1895	8:40	1008	cm
01/09/1895	8:40	1015	cm
01/10/1895	8:40	1002	cm
01/11/1895	8:40	1028	cm
01/12/1895	8:40	988	cm
01/13/1895	8:40	965	cm
01/14/1895	8:40	951	cm
01/15/1895	8:40	941	cm
01/16/1895	8:40	952	cm
01/17/1895	8:40	980	cm
01/18/1895	8:40	1117	cm
01/19/1895	8:40	1190	cm
01/20/1895	8:40	1207	cm
01/21/1895	8:40	1224	cm
01/22/1895	8:40	1321	cm
01/23/1895	8:40	1400	cm
01/24/1895	8:40	1415	cm
01/25/1895	8:40	1390	cm
01/26/1895	8:40	1357	cm
01/27/1895	8:40	1325	cm
01/28/1895	8:40	1291	cm
01/29/1895	8:40	1256	cm
01/30/1895	8:40	1220	cm
01/31/1895	8:40	1185	cm
02/01/1895	8:40	1116	cm
02/02/1895	8:40	1093	cm
02/03/1895	8:40	1070	cm
02/04/1895	8:40	1068	cm
02/05/1895	8:40	1054	cm
02/06/1895	8:40	1042	cm
02/07/1895	8:40	1031	cm
02/08/1895	8:40	1108	cm
02/09/1895	8:40	1124	cm
02/10/1895	8:40	1129	cm
02/11/1895	8:40	1130	cm
02/12/1895	8:40	1124	cm
02/13/1895	8:40	1122	cm
02/14/1895	8:40	1127	cm
02/15/1895	8:40	1126	cm
02/16/1895	8:40	1121	cm
02/17/1895	8:40	1104	cm
02/18/1895	8:40	1100	cm
02/19/1895	8:40	1109	cm
02/20/1895	8:40	1109	cm
02/21/1895	8:40	1112	cm
02/22/1895	8:40	1113	cm
02/23/1895	8:40	1110	cm
02/24/1895	8:40	1109	cm
02/25/1895	8:40	1108	cm
02/26/1895	8:40	1092	cm
02/27/1895	8:40	1084	cm
02/28/1895	8:40	1083	cm
03/01/1895	8:40	1096	cm
03/02/1895	8:40	1086	cm
03/03/1895	8:40	1051	cm
03/04/1895	8:40	1032	cm
03/05/1895	8:40	1013	cm
03/06/1895	8:40	986	cm
03/07/1895	8:40	963	cm
03/08/1895	8:40	946	cm
03/09/1895	8:40	935	cm
03/10/1895	8:40	923	cm
03/11/1895	8:40	927	cm
03/12/1895	8:40	973	cm
03/13/1895	8:40	1081	cm
03/14/1895	8:40	1141	cm
03/15/1895	8:40	1156	cm
03/16/1895	8:40	1136	cm
03/17/1895	8:40	1123	cm
03/18/1895	8:40	1133	cm
03/19/1895	8:40	1147	cm
03/20/1895	8:40	1177	cm
03/21/1895	8:40	1217	cm
03/22/1895	8:40	1280	cm
03/23/1895	8:40	1282	cm
03/24/1895	8:40	1246	cm
03/25/1895	8:40	1218	cm
03/26/1895	8:40	1205	cm
03/27/1895	8:40	1210	cm
03/28/1895	8:40	1237	cm
03/29/1895	8:40	1304	cm
03/30/1895	8:40	1418	cm
03/31/1895	8:40	1453	cm
04/01/1895	8:40	1446	cm
04/02/1895	8:40	1424	cm
04/03/1895	8:40	1395	cm
04/04/1895	8:40	1358	cm
04/05/1895	8:40	1316	cm
04/06/1895	8:40	1268	cm
04/07/1895	8:40	1204	cm
04/08/1895	8:40	1158	cm
04/09/1895	8:40	1192	cm
04/10/1895	8:40	1176	cm
04/11/1895	8:40	1145	cm
04/12/1895	8:40	1104	cm
04/13/1895	8:40	1083	cm
04/14/1895	8:40	1067	cm
04/15/1895	8:40	1039	cm
04/16/1895	8:40	1029	cm
04/17/1895	8:40	1008	cm
04/18/1895	8:40	1007	cm
04/19/1895	8:40	998	cm
04/20/1895	8:40	1002	cm
04/21/1895	8:40	993	cm
04/22/1895	8:40	980	cm
04/23/1895	8:40	950	cm
04/24/1895	8:40	963	cm
04/25/1895	8:40	963	cm
04/26/1895	8:40	955	cm
04/27/1895	8:40	958	cm
04/28/1895	8:40	952	cm
04/29/1895	8:40	955	cm
04/30/1895	8:40	965	cm
05/01/1895	8:40	987	cm
05/02/1895	8:40	983	cm
05/03/1895	8:40	959	cm
05/04/1895	8:40	944	cm
05/05/1895	8:40	942	cm
05/06/1895	8:40	941	cm
05/07/1895	8:40	922	cm
05/08/1895	8:40	933	cm
05/09/1895	8:40	919	cm
05/10/1895	8:40	916	cm
05/11/1895	8:40	900	cm
05/12/1895	8:40	892	cm
05/13/1895	8:40	889	cm
05/14/1895	8:40	885	cm
05/15/1895	8:40	883	cm
05/16/1895	8:40	876	cm
05/17/1895	8:40	886	cm
05/18/1895	8:40	887	cm
05/19/1895	8:40	901	cm
05/20/1895	8:40	954	cm
05/21/1895	8:40	974	cm
05/22/1895	8:40	963	cm
05/23/1895	8:40	930	cm
05/24/1895	8:40	923	cm
05/25/1895	8:40	911	cm
05/26/1895	8:40	917	cm
05/27/1895	8:40	920	cm
05/28/1895	8:40	917	cm
05/29/1895	8:40	911	cm
05/30/1895	8:40	899	cm
05/31/1895	8:40	892	cm
06/01/1895	8:40	874	cm
06/02/1895	8:40	879	cm
06/03/1895	8:40	896	cm
06/04/1895	8:40	892	cm
06/05/1895	8:40	886	cm
06/06/1895	8:40	870	cm
06/07/1895	8:40	876	cm
06/08/1895	8:40	871	cm
06/09/1895	8:40	863	cm
06/10/1895	8:40	863	cm
06/11/1895	8:40	859	cm
06/12/1895	8:40	866	cm
06/13/1895	8:40	879	cm
06/14/1895	8:40	879	cm
06/15/1895	8:40	863	cm
06/16/1895	8:40	859	cm
06/17/1895	8:40	859	cm
06/18/1895	8:40	862	cm
06/19/1895	8:40	853	cm
06/20/1895	8:40	855	cm
06/21/1895	8:40	879	cm
06/22/1895	8:40	891	cm
06/23/1895	8:40	882	cm
06/24/1895	8:40	874	cm
06/25/1895	8:40	853	cm
06/26/1895	8:40	854	cm
06/27/1895	8:40	852	cm
06/28/1895	8:40	855	cm
06/29/1895	8:40	842	cm
06/30/1895	8:40	839	cm
07/01/1895	8:40	840	cm
07/02/1895	8:40	840	cm
07/03/1895	8:40	849	cm
07/04/1895	8:40	849	cm
07/05/1895	8:40	844	cm
07/06/1895	8:40	843	cm
07/07/1895	8:40	843	cm
07/08/1895	8:40	835	cm
07/09/1895	8:40	834	cm
07/10/1895	8:40	829	cm
07/11/1895	8:40	828	cm
07/12/1895	8:40	828	cm
07/13/1895	8:40	829	cm
07/14/1895	8:40	836	cm
07/15/1895	8:40	849	cm
07/16/1895	8:40	900	cm
07/17/1895	8:40	857	cm
07/18/1895	8:40	872	cm
07/19/1895	8:40	879	cm
07/20/1895	8:40	839	cm
07/21/1895	8:40	846	cm
07/22/1895	8:40	840	cm
07/23/1895	8:40	846	cm
07/24/1895	8:40	861	cm
07/25/1895	8:40	857	cm
07/26/1895	8:40	850	cm
07/27/1895	8:40	850	cm
07/28/1895	8:40	860	cm
07/29/1895	8:40	875	cm
07/30/1895	8:40	867	cm
07/31/1895	8:40	857	cm
08/01/1895	8:40	846	cm
08/02/1895	8:40	831	cm
08/03/1895	8:40	824	cm
08/04/1895	8:40	845	cm
08/05/1895	8:40	849	cm
08/06/1895	8:40	840	cm
08/07/1895	8:40	851	cm
08/08/1895	8:40	868	cm
08/09/1895	8:40	867	cm
08/10/1895	8:40	871	cm
08/11/1895	8:40	865	cm
08/12/1895	8:40	860	cm
08/13/1895	8:40	879	cm
08/14/1895	8:40	861	cm
08/15/1895	8:40	856	cm
08/16/1895	8:40	864	cm
08/17/1895	8:40	858	cm
08/18/1895	8:40	857	cm
08/19/1895	8:40	847	cm
08/20/1895	8:40	844	cm
08/21/1895	8:40	835	cm
08/22/1895	8:40	826	cm
08/23/1895	8:40	833	cm
08/24/1895	8:40	819	cm
08/25/1895	8:40	829	cm
08/26/1895	8:40	822	cm
08/27/1895	8:40	823	cm
08/28/1895	8:40	818	cm
08/29/1895	8:40	818	cm
08/30/1895	8:40	821	cm
08/31/1895	8:40	815	cm
09/01/1895	8:40	815	cm
09/02/1895	8:40	821	cm
09/03/1895	8:40	809	cm
09/04/1895	8:40	808	cm
09/05/1895	8:40	808	cm
09/06/1895	8:40	809	cm
09/07/1895	8:40	814	cm
09/08/1895	8:40	807	cm
09/09/1895	8:40	812	cm
09/10/1895	8:40	805	cm
09/11/1895	8:40	807	cm
09/12/1895	8:40	804	cm
09/13/1895	8:40	805	cm
09/14/1895	8:40	812	cm
09/15/1895	8:40	798	cm
09/16/1895	8:40	806	cm
09/17/1895	8:40	801	cm
09/18/1895	8:40	799	cm
09/19/1895	8:40	803	cm
09/20/1895	8:40	803	cm
09/21/1895	8:40	801	cm
09/22/1895	8:40	799	cm
09/23/1895	8:40	803	cm
09/24/1895	8:40	799	cm
09/25/1895	8:40	800	cm
09/26/1895	8:40	796	cm
09/27/1895	8:40	795	cm
09/28/1895	8:40	797	cm
09/29/1895	8:40	798	cm
09/30/1895	8:40	797	cm
10/01/1895	8:40	793	cm
10/02/1895	8:40	792	cm
10/03/1895	8:40	794	cm
10/04/1895	8:40	798	cm
10/05/1895	8:40	807	cm
10/06/1895	8:40	807	cm
10/07/1895	8:40	824	cm
10/08/1895	8:40	826	cm
10/09/1895	8:40	861	cm
10/10/1895	8:40	847	cm
10/11/1895	8:40	850	cm
10/12/1895	8:40	837	cm
10/13/1895	8:40	842	cm
10/14/1895	8:40	834	cm
10/15/1895	8:40	830	cm
10/16/1895	8:40	827	cm
10/17/1895	8:40	817	cm
10/18/1895	8:40	823	cm
10/19/1895	8:40	820	cm
10/20/1895	8:40	821	cm
10/21/1895	8:40	819	cm
10/22/1895	8:40	814	cm
10/23/1895	8:40	811	cm
10/24/1895	8:40	821	cm
10/25/1895	8:40	803	cm
10/26/1895	8:40	814	cm
10/27/1895	8:40	814	cm
10/28/1895	8:40	813	cm
10/29/1895	8:40	815	cm
10/30/1895	8:40	815	cm
10/31/1895	8:40	822	cm
11/01/1895	8:40	829	cm
11/02/1895	8:40	819	cm
11/03/1895	8:40	820	cm
11/04/1895	8:40	815	cm
11/05/1895	8:40	822	cm
11/06/1895	8:40	822	cm
11/07/1895	8:40	822	cm
11/08/1895	8:40	839	cm
11/09/1895	8:40	911	cm
11/10/1895	8:40	956	cm
11/11/1895	8:40	994	cm
11/12/1895	8:40	974	cm
11/13/1895	8:40	953	cm
11/14/1895	8:40	979	cm
11/15/1895	8:40	1017	cm
11/16/1895	8:40	1014	cm
11/17/1895	8:40	982	cm
11/18/1895	8:40	974	cm
11/19/1895	8:40	964	cm
11/20/1895	8:40	987	cm
11/21/1895	8:40	1010	cm
11/22/1895	8:40	974	cm
11/23/1895	8:40	945	cm
11/24/1895	8:40	935	cm
11/25/1895	8:40	994	cm
11/26/1895	8:40	998	cm
11/27/1895	8:40	975	cm
11/28/1895	8:40	943	cm
11/29/1895	8:40	935	cm
11/30/1895	8:40	941	cm
12/01/1895	8:40	939	cm
12/02/1895	8:40	939	cm
12/03/1895	8:40	952	cm
12/04/1895	8:40	972	cm
12/05/1895	8:40	988	cm
12/06/1895	8:40	1001	cm
12/07/1895	8:40	1155	cm
12/08/1895	8:40	1337	cm
12/09/1895	8:40	1444	cm
12/10/1895	8:40	1402	cm
12/11/1895	8:40	1344	cm
12/12/1895	8:40	1351	cm
12/13/1895	8:40	1295	cm
12/14/1895	8:40	1282	cm
12/15/1895	8:40	1364	cm
12/16/1895	8:40	1406	cm
12/17/1895	8:40	1400	cm
12/18/1895	8:40	1393	cm
12/19/1895	8:40	1354	cm
12/20/1895	8:40	1292	cm
12/21/1895	8:40	1244	cm
12/22/1895	8:40	1208	cm
12/23/1895	8:40	1166	cm
12/24/1895	8:40	1125	cm
12/25/1895	8:40	1089	cm
12/26/1895	8:40	1064	cm
12/27/1895	8:40	1053	cm
12/28/1895	8:40	1058	cm
12/29/1895	8:40	1057	cm
12/30/1895	8:40	1046	cm
12/31/1895	8:40	1043	cm
01/01/1896	8:40	1195	cm
01/02/1896	8:40	1326	cm
01/03/1896	8:40	1351	cm
01/04/1896	8:40	1319	cm
01/05/1896	8:40	1278	cm
01/06/1896	8:40	1222	cm
01/07/1896	8:40	1178	cm
01/08/1896	8:40	1168	cm
01/09/1896	8:40	1146	cm
01/10/1896	8:40	1088	cm
01/11/1896	8:40	1054	cm
01/12/1896	8:40	1036	cm
01/13/1896	8:40	1067	cm
01/14/1896	8:40	1011	cm
01/15/1896	8:40	999	cm
01/16/1896	8:40	1007	cm
01/17/1896	8:40	1054	cm
01/18/1896	8:40	1095	cm
01/19/1896	8:40	1147	cm
01/20/1896	8:40	1133	cm
01/21/1896	8:40	1120	cm
01/22/1896	8:40	1093	cm
01/23/1896	8:40	1076	cm
01/24/1896	8:40	1067	cm
01/25/1896	8:40	1052	cm
01/26/1896	8:40	1027	cm
01/27/1896	8:40	1030	cm
01/28/1896	8:40	1030	cm
01/29/1896	8:40	1023	cm
01/30/1896	8:40	1015	cm
01/31/1896	8:40	999	cm
02/01/1896	8:40	990	cm
02/02/1896	8:40	979	cm
02/03/1896	8:40	979	cm
02/04/1896	8:40	967	cm
02/05/1896	8:40	963	cm
02/06/1896	8:40	951	cm
02/07/1896	8:40	946	cm
02/08/1896	8:40	939	cm
02/09/1896	8:40	943	cm
02/10/1896	8:40	938	cm
02/11/1896	8:40	932	cm
02/12/1896	8:40	937	cm
02/13/1896	8:40	937	cm
02/14/1896	8:40	939	cm
02/15/1896	8:40	935	cm
02/16/1896	8:40	941	cm
02/17/1896	8:40	934	cm
02/18/1896	8:40	926	cm
02/19/1896	8:40	921	cm
02/20/1896	8:40	912	cm
02/21/1896	8:40	911	cm
02/22/1896	8:40	911	cm
02/23/1896	8:40	909	cm
02/24/1896	8:40	900	cm
02/25/1896	8:40	895	cm
02/26/1896	8:40	888	cm
02/27/1896	8:40	884	cm
02/28/1896	8:40	879	cm
02/29/1896	8:40	881	cm
03/01/1896	8:40	883	cm
03/02/1896	8:40	899	cm
03/03/1896	8:40	988	cm
03/04/1896	8:40	1057	cm
03/05/1896	8:40	1093	cm
03/06/1896	8:40	1170	cm
03/07/1896	8:40	1217	cm
03/08/1896	8:40	1277	cm
03/09/1896	8:40	1330	cm
03/10/1896	8:40	1404	cm
03/11/1896	8:40	1463	cm
03/12/1896	8:40	1479	cm
03/13/1896	8:40	1458	cm
03/14/1896	8:40	1425	cm
03/15/1896	8:40	1376	cm
03/16/1896	8:40	1320	cm
03/17/1896	8:40	1273	cm
03/18/1896	8:40	1233	cm
03/19/1896	8:40	1176	cm
03/20/1896	8:40	1124	cm
03/21/1896	8:40	1100	cm
03/22/1896	8:40	1080	cm
03/23/1896	8:40	1064	cm
03/24/1896	8:40	1045	cm
03/25/1896	8:40	1019	cm
03/26/1896	8:40	1015	cm
03/27/1896	8:40	1000	cm
03/28/1896	8:40	1008	cm
03/29/1896	8:40	1036	cm
03/30/1896	8:40	1046	cm
03/31/1896	8:40	1059	cm
04/01/1896	8:40	1075	cm
04/02/1896	8:40	1083	cm
04/03/1896	8:40	1073	cm
04/04/1896	8:40	1069	cm
04/05/1896	8:40	1064	cm
04/06/1896	8:40	1047	cm
04/07/1896	8:40	1041	cm
04/08/1896	8:40	1029	cm
04/09/1896	8:40	1026	cm
04/10/1896	8:40	1014	cm
04/11/1896	8:40	1005	cm
04/12/1896	8:40	994	cm
04/13/1896	8:40	1012	cm
04/14/1896	8:40	1047	cm
04/15/1896	8:40	1119	cm
04/16/1896	8:40	1133	cm
04/17/1896	8:40	1137	cm
04/18/1896	8:40	1111	cm
04/19/1896	8:40	1093	cm
04/20/1896	8:40	1077	cm
04/21/1896	8:40	1058	cm
04/22/1896	8:40	1029	cm
04/23/1896	8:40	1023	cm
04/24/1896	8:40	1001	cm
04/25/1896	8:40	992	cm
04/26/1896	8:40	977	cm
04/27/1896	8:40	970	cm
04/28/1896	8:40	961	cm
04/29/1896	8:40	950	cm
04/30/1896	8:40	960	cm
05/01/1896	8:40	959	cm
05/02/1896	8:40	950	cm
05/03/1896	8:40	953	cm
05/04/1896	8:40	937	cm
05/05/1896	8:40	930	cm
05/06/1896	8:40	909	cm
05/07/1896	8:40	912	cm
05/08/1896	8:40	908	cm
05/09/1896	8:40	893	cm
05/10/1896	8:40	889	cm
05/11/1896	8:40	889	cm
05/12/1896	8:40	878	cm
05/13/1896	8:40	881	cm
05/14/1896	8:40	874	cm
05/15/1896	8:40	871	cm
05/16/1896	8:40	861	cm
05/17/1896	8:40	862	cm
05/18/1896	8:40	857	cm
05/19/1896	8:40	860	cm
05/20/1896	8:40	862	cm
05/21/1896	8:40	860	cm
05/22/1896	8:40	867	cm
05/23/1896	8:40	864	cm
05/24/1896	8:40	869	cm
05/25/1896	8:40	864	cm
05/26/1896	8:40	853	cm
05/27/1896	8:40	852	cm
05/28/1896	8:40	851	cm
05/29/1896	8:40	845	cm
05/30/1896	8:40	849	cm
05/31/1896	8:40	851	cm
06/01/1896	8:40	851	cm
06/02/1896	8:40	845	cm
06/03/1896	8:40	839	cm
06/04/1896	8:40	836	cm
06/05/1896	8:40	838	cm
06/06/1896	8:40	845	cm
06/07/1896	8:40	835	cm
06/08/1896	8:40	836	cm
06/09/1896	8:40	832	cm
06/10/1896	8:40	836	cm
06/11/1896	8:40	833	cm
06/12/1896	8:40	835	cm
06/13/1896	8:40	841	cm
06/14/1896	8:40	833	cm
06/15/1896	8:40	839	cm
06/16/1896	8:40	847	cm
06/17/1896	8:40	925	cm
06/18/1896	8:40	878	cm
06/19/1896	8:40	873	cm
06/20/1896	8:40	891	cm
06/21/1896	8:40	886	cm
06/22/1896	8:40	852	cm
06/23/1896	8:40	853	cm
06/24/1896	8:40	849	cm
06/25/1896	8:40	845	cm
06/26/1896	8:40	839	cm
06/27/1896	8:40	835	cm
06/28/1896	8:40	831	cm
06/29/1896	8:40	813	cm
06/30/1896	8:40	804	cm
07/01/1896	8:40	811	cm
07/02/1896	8:40	819	cm
07/03/1896	8:40	810	cm
07/04/1896	8:40	803	cm
07/05/1896	8:40	795	cm
07/06/1896	8:40	790	cm
07/07/1896	8:40	784	cm
07/08/1896	8:40	786	cm
07/09/1896	8:40	793	cm
07/10/1896	8:40	805	cm
07/11/1896	8:40	806	cm
07/12/1896	8:40	795	cm
07/13/1896	8:40	789	cm
07/14/1896	8:40	787	cm
07/15/1896	8:40	799	cm
07/16/1896	8:40	796	cm
07/17/1896	8:40	793	cm
07/18/1896	8:40	799	cm
07/19/1896	8:40	838	cm
07/20/1896	8:40	875	cm
07/21/1896	8:40	854	cm
07/22/1896	8:40	840	cm
07/23/1896	8:40	818	cm
07/24/1896	8:40	820	cm
07/25/1896	8:40	815	cm
07/26/1896	8:40	805	cm
07/27/1896	8:40	803	cm
07/28/1896	8:40	802	cm
07/29/1896	8:40	799	cm
07/30/1896	8:40	799	cm
07/31/1896	8:40	807	cm
08/01/1896	8:40	805	cm
08/02/1896	8:40	813	cm
08/03/1896	8:40	823	cm
08/04/1896	8:40	818	cm
08/05/1896	8:40	809	cm
08/06/1896	8:40	810	cm
08/07/1896	8:40	814	cm
08/08/1896	8:40	805	cm
08/09/1896	8:40	804	cm
08/10/1896	8:40	807	cm
08/11/1896	8:40	801	cm
08/12/1896	8:40	809	cm
08/13/1896	8:40	799	cm
08/14/1896	8:40	807	cm
08/15/1896	8:40	803	cm
08/16/1896	8:40	802	cm
08/17/1896	8:40	799	cm
08/18/1896	8:40	797	cm
08/19/1896	8:40	798	cm
08/20/1896	8:40	795	cm
08/21/1896	8:40	795	cm
08/22/1896	8:40	805	cm
08/23/1896	8:40	799	cm
08/24/1896	8:40	798	cm
08/25/1896	8:40	795	cm
08/26/1896	8:40	802	cm
08/27/1896	8:40	875	cm
08/28/1896	8:40	918	cm
08/29/1896	8:40	890	cm
08/30/1896	8:40	879	cm
08/31/1896	8:40	861	cm
09/01/1896	8:40	837	cm
09/02/1896	8:40	836	cm
09/03/1896	8:40	827	cm
09/04/1896	8:40	829	cm
09/05/1896	8:40	819	cm
09/06/1896	8:40	815	cm
09/07/1896	8:40	820	cm
09/08/1896	8:40	808	cm
09/09/1896	8:40	813	cm
09/10/1896	8:40	817	cm
09/11/1896	8:40	831	cm
09/12/1896	8:40	819	cm
09/13/1896	8:40	855	cm
09/14/1896	8:40	852	cm
09/15/1896	8:40	855	cm
09/16/1896	8:40	855	cm
09/17/1896	8:40	860	cm
09/18/1896	8:40	861	cm
09/19/1896	8:40	861	cm
09/20/1896	8:40	860	cm
09/21/1896	8:40	890	cm
09/22/1896	8:40	886	cm
09/23/1896	8:40	882	cm
09/24/1896	8:40	895	cm
09/25/1896	8:40	926	cm
09/26/1896	8:40	925	cm
09/27/1896	8:40	979	cm
09/28/1896	8:40	1008	cm
09/29/1896	8:40	1021	cm
09/30/1896	8:40	1024	cm
10/01/1896	8:40	986	cm
10/02/1896	8:40	969	cm
10/03/1896	8:40	951	cm
10/04/1896	8:40	941	cm
10/05/1896	8:40	960	cm
10/06/1896	8:40	951	cm
10/07/1896	8:40	942	cm
10/08/1896	8:40	938	cm
10/09/1896	8:40	933	cm
10/10/1896	8:40	922	cm
10/11/1896	8:40	913	cm
10/12/1896	8:40	931	cm
10/13/1896	8:40	1024	cm
10/14/1896	8:40	1037	cm
10/15/1896	8:40	1031	cm
10/16/1896	8:40	1002	cm
10/17/1896	8:40	1009	cm
10/18/1896	8:40	1172	cm
10/19/1896	8:40	1251	cm
10/20/1896	8:40	1288	cm
10/21/1896	8:40	1294	cm
10/22/1896	8:40	1279	cm
10/23/1896	8:40	1251	cm
10/24/1896	8:40	1257	cm
10/25/1896	8:40	1261	cm
10/26/1896	8:40	1242	cm
10/27/1896	8:40	1251	cm
10/28/1896	8:40	1255	cm
10/29/1896	8:40	1231	cm
10/30/1896	8:40	1219	cm
10/31/1896	8:40	1318	cm
11/01/1896	8:40	1372	cm
11/02/1896	8:40	1364	cm
11/03/1896	8:40	1332	cm
11/04/1896	8:40	1294	cm
11/05/1896	8:40	1257	cm
11/06/1896	8:40	1228	cm
11/07/1896	8:40	1196	cm
11/08/1896	8:40	1160	cm
11/09/1896	8:40	1134	cm
11/10/1896	8:40	1131	cm
11/11/1896	8:40	1173	cm
11/12/1896	8:40	1133	cm
11/13/1896	8:40	1100	cm
11/14/1896	8:40	1072	cm
11/15/1896	8:40	1041	cm
11/16/1896	8:40	1041	cm
11/17/1896	8:40	1081	cm
11/18/1896	8:40	1095	cm
11/19/1896	8:40	1073	cm
11/20/1896	8:40	1053	cm
11/21/1896	8:40	1039	cm
11/22/1896	8:40	1036	cm
11/23/1896	8:40	1036	cm
11/24/1896	8:40	1019	cm
11/25/1896	8:40	1000	cm
11/26/1896	8:40	994	cm
11/27/1896	8:40	980	cm
11/28/1896	8:40	979	cm
11/29/1896	8:40	965	cm
11/30/1896	8:40	949	cm
12/01/1896	8:40	942	cm
12/02/1896	8:40	934	cm
12/03/1896	8:40	925	cm
12/04/1896	8:40	923	cm
12/05/1896	8:40	931	cm
12/06/1896	8:40	940	cm
12/07/1896	8:40	994	cm
12/08/1896	8:40	996	cm
12/09/1896	8:40	1043	cm
12/10/1896	8:40	1049	cm
12/11/1896	8:40	1048	cm
12/12/1896	8:40	1031	cm
12/13/1896	8:40	1020	cm
12/14/1896	8:40	1017	cm
12/15/1896	8:40	1049	cm
12/16/1896	8:40	1097	cm
12/17/1896	8:40	1123	cm
12/18/1896	8:40	1115	cm
12/19/1896	8:40	1095	cm
12/20/1896	8:40	1074	cm
12/21/1896	8:40	1059	cm
12/22/1896	8:40	1056	cm
12/23/1896	8:40	1071	cm
12/24/1896	8:40	1060	cm
12/25/1896	8:40	1029	cm
12/26/1896	8:40	1010	cm
12/27/1896	8:40	1003	cm
12/28/1896	8:40	999	cm
12/29/1896	8:40	1031	cm
12/30/1896	8:40	1059	cm
12/31/1896	8:40	1077	cm
01/01/1897	8:40	1082	cm
01/02/1897	8:40	1110	cm
01/03/1897	8:40	1161	cm
01/04/1897	8:40	1174	cm
01/05/1897	8:40	1155	cm
01/06/1897	8:40	1123	cm
01/07/1897	8:40	1080	cm
01/08/1897	8:40	1063	cm
01/09/1897	8:40	1051	cm
01/10/1897	8:40	1029	cm
01/11/1897	8:40	1027	cm
01/12/1897	8:40	1020	cm
01/13/1897	8:40	1010	cm
01/14/1897	8:40	1004	cm
01/15/1897	8:40	994	cm
01/16/1897	8:40	990	cm
01/17/1897	8:40	982	cm
01/18/1897	8:40	977	cm
01/19/1897	8:40	955	cm
01/20/1897	8:40	956	cm
01/21/1897	8:40	953	cm
01/22/1897	8:40	946	cm
01/23/1897	8:40	935	cm
01/24/1897	8:40	936	cm
01/25/1897	8:40	935	cm
01/26/1897	8:40	930	cm
01/27/1897	8:40	952	cm
01/28/1897	8:40	990	cm
01/29/1897	8:40	955	cm
01/30/1897	8:40	945	cm
01/31/1897	8:40	918	cm
02/01/1897	8:40	894	cm
02/02/1897	8:40	866	cm
02/03/1897	8:40	897	cm
02/04/1897	8:40	1295	cm
02/05/1897	8:40	1466	cm
02/06/1897	8:40	1465	cm
02/07/1897	8:40	1452	cm
02/08/1897	8:40	1485	cm
02/09/1897	8:40	1509	cm
02/10/1897	8:40	1501	cm
02/11/1897	8:40	1482	cm
02/12/1897	8:40	1463	cm
02/13/1897	8:40	1436	cm
02/14/1897	8:40	1404	cm
02/15/1897	8:40	1379	cm
02/16/1897	8:40	1400	cm
02/17/1897	8:40	1392	cm
02/18/1897	8:40	1350	cm
02/19/1897	8:40	1300	cm
02/20/1897	8:40	1258	cm
02/21/1897	8:40	1206	cm
02/22/1897	8:40	1186	cm
02/23/1897	8:40	1166	cm
02/24/1897	8:40	1141	cm
02/25/1897	8:40	1129	cm
02/26/1897	8:40	1111	cm
02/27/1897	8:40	1093	cm
02/28/1897	8:40	1073	cm
03/01/1897	8:40	1063	cm
03/02/1897	8:40	1052	cm
03/03/1897	8:40	1046	cm
03/04/1897	8:40	1059	cm
03/05/1897	8:40	1120	cm
03/06/1897	8:40	1151	cm
03/07/1897	8:40	1216	cm
03/08/1897	8:40	1222	cm
03/09/1897	8:40	1222	cm
03/10/1897	8:40	1216	cm
03/11/1897	8:40	1208	cm
03/12/1897	8:40	1226	cm
03/13/1897	8:40	1232	cm
03/14/1897	8:40	1230	cm
03/15/1897	8:40	1220	cm
03/16/1897	8:40	1210	cm
03/17/1897	8:40	1211	cm
03/18/1897	8:40	1205	cm
03/19/1897	8:40	1196	cm
03/20/1897	8:40	1197	cm
03/21/1897	8:40	1190	cm
03/22/1897	8:40	1175	cm
03/23/1897	8:40	1159	cm
03/24/1897	8:40	1121	cm
03/25/1897	8:40	1104	cm
03/26/1897	8:40	1094	cm
