a b c t.star c.star slr
27.0909639031856 2.40598087367837 0.00461045183513204 2048.2344594961 -0.189248051028699 263.074722562951
41.9839283401406 2.54501000790696 0.00441633594518103 2097.40907128761 21.7040292010643 341.64894483864
41.7750605593849 2.59751857729993 0.00440694546583331 2090.3715588497 2.31272430624813 312.868405870405
55.1309001716268 2.7978606183737 0.0049685756834737 2090.80254441383 -0.169636399950832 313.005868367341
43.0703613134014 2.72362604267627 0.00665710632006879 2042.43977935635 0.046264324337244 321.62533322489
27.900241951868 1.73619544932523 -0.00182401903513593 2078.42492848565 7.22917013568804 316.821274353454
45.0208110705079 2.69150295319461 0.00592665620865853 2062.13789083739 0.0298302294686437 311.766324184558
30.8205943804051 2.20204020545566 0.0029681173980204 2024.9797447708 1.38233693083748 344.68411169589
18.6487508508021 1.52840450094133 -0.00249774447454464 2076.39193068165 8.52744046365842 336.672644346443
34.0795113908929 2.34142722182289 0.00315266183973253 2086.30899182963 4.59993555210531 319.189110287457
37.9683056266286 2.18076547161231 0.00102607212221088 2048.97598794475 1.75876218359917 314.998154874986
25.7236884155893 2.16814359197948 0.00294421667080417 2045.11430482054 1.75624422496185 333.816561085518
42.1575431159521 2.41684373772066 0.00321799991695271 2071.30021641636 2.55257683107629 337.468775823232
38.4963700285622 2.11616174624906 0.000179648890398252 2096.45179469022 34.1788038634695 334.147130207996
25.7494664791907 2.21741181332207 0.00254070001507514 2088.72167910286 8.6930975690484 337.569625411589
27.9882566524282 1.97895627545254 0.000538120872141644 2058.70208967384 3.00050726160407 325.577153472964
44.8448036042001 2.9165926899934 0.00867012339419006 2074.20709444745 -0.761978069785982 332.696504371569
44.4535267147794 2.60288340672378 0.00536456584805083 2099.17951734108 20.4290592367761 314.601990450575
37.863639881512 2.4268428969576 0.00382047122446906 2090.74722262868 5.19605544628575 317.505532520574
31.5829095924832 1.97559560341858 0.00110419215946762 2092.98297286616 14.1450553922914 304.545142955551
41.7750605593849 2.59751857729993 0.00440694546583331 2090.3715588497 2.31272430624813 312.868405870405
25.5335423582932 1.89736792981659 -0.00014360998425096 2089.41857239581 12.4903233512305 320.896975385907
43.2460623725432 2.57880562672536 0.00448586222778396 2097.7283214638 14.6598563669249 322.584079319528
33.196306101811 2.45747215781332 0.00526428224512904 2097.93248626241 12.8583340579644 309.181973804659
42.7449134859533 2.6509823143428 0.00530734476491927 2094.3959691138 0.962052496615797 307.641016693895
48.9818453413605 2.5882376405402 0.00448075031899201 2098.19817616232 31.008215600159 346.060358319332
39.7938258112146 2.40367930010316 0.00282453589438742 2086.62483030627 4.03233178891242 314.072803209134
53.2899043446422 2.84960813686093 0.00601547993021076 2069.11153645115 -0.430006904061884 313.786920615699
33.349685800159 1.97691128994365 -0.000145179063123614 2086.57580460934 8.2533395756036 307.469318640872
37.8062450139877 2.68835168002095 0.00557964003070459 2101.2798882022 28.5260678292252 307.892648217027
37.6124909296312 1.93141172290071 0.000312569420925837 2084.16810558061 9.40205770544708 344.181543154191
25.5845429842152 1.88484774062717 0.00068530422697984 2080.70794264181 5.86785568390042 306.484912074988
42.8136378802056 2.50987677484276 0.00448426385478097 2092.73447665386 4.79744943091646 317.233505309997
